,Security Id,Security Name,Group,Industry
1665,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,XT,Misc.Commercial Services
1666,SWAGRUHA,SWAGRUHA INFRASTRUCTURE LTD.,XT,Realty
1668,GALAGEX,GALAXY AGRICO EXPORTS LTD.,XT,Industrial Machinery
1669,GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.,XT,Iron &amp; Steel Products
1670,TWINSTAR,Twinstar Industries Limited,XT,IT Software Products
1671,HINDAPL,HINDUSTAN APPLIANCES LTD.,P ,Comm.Trading  &amp; Distribution
1672,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,T ,Petrochemicals
1673,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,XT,Packaged Foods
1674,GOLCA,GOLDEN CARPETS LTD.,XT,Furniture-Furnishing-Paints
1678,SHREMETAL,SHREE METALLOYS LTD.,XT,Finance (including NBFCs)
1680,IITLPROJ,IITL PROJECTS LIMITED,XT,Realty
1682,AMBIKCO,AMBIKA COTTON MILLS LTD.,B ,Textiles
1683,SENINFO,Senthil Infotek Ltd,XT,IT Consulting &amp; Software
1684,SPECFOOD,SPECTRUM FOODS LTD.,XT,Other Food Products
1685,DECPO,DECCAN POLYPACKS LTD.,XT,Containers &amp; Packaging
1686,AMRAAGRI,AMRAWORLD AGRICO LTD.,XT,Textiles
1687,AUTOPINS,AUTO PINS (INDIA) LTD.,XT,Auto Parts &amp; Equipment
1688,SHVFL,SHREEVATSAA FINANCE &amp; LEASING LTD.,XT,Misc.Commercial Services
1689,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,XT,Movies &amp; Entertainment
1690,WELLESLEY,WELLESLEY CORPORATION LTD.,XT,Realty
1693,SINDHUTRAD,Sindhu Trade Links Limited,XT,Misc.Commercial Services
1694,JAINSTUDIO,JAIN STUDIOS LTD.,T ,Broadcasting &amp; Cable TV
1696,ZENOTECH,ZENOTECH LABORATORIES LTD.,XT,Pharmaceuticals
1697,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,XT,IT Software Products
1698,SWELECTES,Swelect Energy Systems Limited-$,B ,Heavy Electrical Equipment
1699,KDDL,KDDL LTD.-$,T ,Other Apparels &amp; Accessories
1700,ADIEXRE,ADINATH EXIM RESOURCES LTD.,XT,Investment Companies
1701,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,XT,Finance (including NBFCs)
1702,KSERASERA,KSS Limited-$,T ,Movies &amp; Entertainment
1703,SHKALYN,SHRI KALYAN HOLDINGS LTD.,XT,Misc.Commercial Services
1704,VANDANA,VANDANA KNITWEAR LTD.,XT,Textiles
1705,MUKANDENGG,MUKAND ENGINEERS LTD.,B ,Construction &amp; Engineering
1706,SBECSUG,SBEC SUGAR LTD.,XT,Sugar
1707,MEGFI,MEGA FIN (INDIA) LTD.,P ,Misc.Commercial Services
1708,AREALTY,ALCHEMIST REALTY LTD.,XT,Realty
1710,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,B ,Realty
1712,BANKBARODA,BANK OF BARODA,A ,Banks
1713,ANDHRACEMT,ANDHRA CEMENTS LTD.,T ,Cement &amp; Cement Products
1714,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,B ,Other Food Products
1715,WELCORP,Welspun Corp Limited,A ,Construction &amp; Engineering
1716,BANKINDIA,BANK OF INDIA,A ,Banks
1717,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,B ,Healthcare Facilities
1718,SUNSHINE,SUN AND SHINE WORLDWIDE LTD.,XT,Misc.Commercial Services
1719,GAIL,GAIL (INDIA) LTD.,A ,Utilities:Non-Elec.
1720,VAIBHAVGBL,Vaibhav Global Ltd,B ,Internet &amp; Catalogue Retail
1721,JKPAPER,JK PAPER LTD.,B ,Paper &amp; Paper Products
1722,SAREGAMA,SAREGAMA INDIA LTD.,B ,Movies &amp; Entertainment
1723,ALKASEC,ALKA SECURITIES LTD.,XT,Finance (including NBFCs)
1724,OMKARPH,OMKAR PHARMACHEM LTD.,XT,Commodity Chemicals
1725,SPHEREGSL,Sphere Global Services Ltd.,B ,IT Consulting &amp; Software
1726,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,B ,IT Software Products
1727,ICICIBANK,ICICI BANK LTD.,A ,Banks
1728,CYIENT,Cyient Limited,A ,IT Consulting &amp; Software
1729,ENGINERSIN,ENGINEERS INDIA LTD.,A ,Consulting Services
1731,DHANBANK,Dhanlaxmi Bank Limited,B ,Banks
1732,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,A ,Coal
1733,GAYATRI,GAYATRI SUGARS LTD.,XT,Sugar
1734,INDUSINDBK,INDUSIND BANK LTD.,A ,Banks
1735,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,B ,Hotels
1737,CUB,CITY UNION BANK LTD.,A ,Banks
1738,ARCHIES,ARCHIES LTD.,B ,Gift Articles-Toys &amp; Cards 
1739,AXISBANK,AXIS BANK LTD.,A ,Banks
1740,HBSTOCK,HB STOCKHOLDINGS LTD.,B ,Finance (including NBFCs)
1741,SIELFNS,SIEL FINANCIAL SERVICES LTD.,P ,Other Financial Services
1742,SOUTHBANK,SOUTH INDIAN BANK LTD.,A ,Banks
1743,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,B ,Electric Utilities
1744,SONATSOFTW,SONATA SOFTWARE LTD.,B ,IT Consulting &amp; Software
1745,BENGALT,BENGAL TEA &amp; FABRICS LTD.,XT,Textiles
1746,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,A ,Aluminium
1747,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,B ,Auto Parts &amp; Equipment
1748,POLARIS,Polaris Consulting &amp; Services Limited,A ,IT Software Products
1749,NSIL,NALWA SONS INVESTMENTS LTD.,B ,Finance (including NBFCs)
1750,APARINDS,APAR INDUSTRIES LTD.,B ,Other Elect.Equip./ Prod.
1751,TCIIND,TCI INDUSTRIES LTD.,XT,Transportation - Logistics
1752,ACCELYA,Accelya Kale Solutions Limitd,B ,IT Consulting &amp; Software
1754,HCLTECH,HCL TECHNOLOGIES LTD.,A ,IT Consulting &amp; Software
1755,CASTEXTECH,Castex Technologies Ltd-$,B ,Auto Parts &amp; Equipment
1756,GEOJITFSL,Geojit Financial Services Ltd,B ,Other Financial Services
1757,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,A ,Iron &amp; Steel/Interm.Products
1758,BLBLIMITED,BLB LTD.,B ,Other Financial Services
1759,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,A ,Pharmaceuticals
1760,WOCKPHARMA,WOCKHARDT LTD.,A ,Pharmaceuticals
1761,TATACOFFEE,TATA COFFEE LTD.,B ,Tea &amp; Coffee
1762,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,B ,Pharmaceuticals
1763,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,T ,IT Software Products
1764,GEPIL,GE Power India Ltd,B ,Heavy Electrical Equipment
1765,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,B ,Containers &amp; Packaging
1766,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,B ,Realty
1769,CADILAHC,CADILA HEALTHCARE LTD.,A ,Pharmaceuticals
1770,CINEVISTA,CINEVISTA LTD.,T ,Movies &amp; Entertainment
1771,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,B ,IT Software Products
1772,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,XT,IT Software Products
1773,AJANTPHARM,AJANTA PHARMA LTD.,A ,Pharmaceuticals
1775,HBPOR,HB PORTFOLIO LTD.,XT,Other Financial Services
1776,BARONINF,BARON INFOTECH LTD.,XT,IT Software Products
1777,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,B ,IT Training Services
1778,OMNIAX,OMNI AXS SOFTWARE LTD.,XT,IT Software Products
1779,IZMO,IZMO Limited-$,B ,IT Consulting &amp; Software
1780,TVSMOTOR,TVS MOTOR COMPANY LTD.,A ,2/3 Wheelers
1781,GATI,GATI LTD.,A ,Transportation - Logistics
1782,SUBEX,SUBEX LTD.,B ,IT Software Products
1783,TCI,TRANSPORT CORPORATION OF INDIA LTD.,B ,Surface Transportation
1784,PADMALAYAT,PADMALAYA TELEFILMS LTD.,XT,Movies &amp; Entertainment
1785,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,T ,Telecom Cables
1787,TRIVENI,TRIVENI ENGINEERING &amp; INDUSTRIES LTD.,B ,Sugar
1788,MUKTAARTS,MUKTA ARTS LTD.,B ,Movies &amp; Entertainment
1789,DSSL,DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,B ,IT Consulting &amp; Software
1790,PNBGILTS,PNB GILTS LTD.,B ,Finance (including NBFCs)
1792,RAMCOIND,RAMCO INDUSTRIES LTD.,B ,Construction Materials
1793,RAMCOSYS,RAMCO SYSTEMS LTD.,B ,IT Consulting &amp; Software
1794,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,T ,Telecom Services
1796,TIPSINDLTD,TIPS INDUSTRIES LTD.,T ,Movies &amp; Entertainment
1797,UNIVARTS,UNIVERSAL ARTS LTD.,XT,Movies &amp; Entertainment
1798,BALAJITELE,BALAJI TELEFILMS LTD.,B ,Broadcasting &amp; Cable TV
1799,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,T ,IT Software Products
1800,PNC,PRITISH NANDY COMMUNICATIONS LTD.,B ,Movies &amp; Entertainment
1801,IOB,INDIAN OVERSEAS BANK,A ,Banks
1802,TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.,B ,Hotels
1803,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,T ,Medical Equipment
1804,CREATIVEYE,CREATIVE EYE LTD.,B ,Movies &amp; Entertainment
1805,AXISCADES,AXISCADES Engineering Technologies Ltd,B ,BPO/KPO
1807,UMESLTD,Usha Martin Education &amp; Solutions Limited,B ,IT Software Products
1810,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,XT,IT Software Products
1811,MEGASOFT,MEGASOFT LTD.,T ,IT Software Products
1812,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,B ,Computer Hardware
1813,NEXTMEDIA,NEXT MEDIAWORKS LTD.,T ,Publishing
1815,SMARTLINK,SMARTLINK NETWORK SYSTEMS LTD.,B ,IT Networking Equipment
1816,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,A ,Personal Products
1818,BFUTILITIE,BF UTILITIES LTD.-$,A ,Electric Utilities
1819,UNITDSPR,UNITED SPIRITS LTD.,A ,Breweries &amp; Distilleries
1821,MPSLTD,MPS LTD.,B ,Comm.Printing/Stationery
1822,CERA,CERA SANITARYWARE LTD.,B ,Furniture-Furnishing-Paints
1823,BHARTIARTL,BHARTI AIRTEL LTD.,A ,Telecom Services
1824,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,XT,Copper
1825,COMPUAGE,COMPUAGE INFOCOM LTD.,B ,Storage Media &amp; Peripherals
1826,GULPOLY,GULSHAN POLYOLS LTD.,B ,Commodity Chemicals
1828,PONNIERODE,PONNI SUGARS (ERODE) LTD.,B ,Sugar
1829,PNB,PUNJAB NATIONAL BANK,A ,Banks
1830,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,A ,IT Consulting &amp; Software
1831,KAMAHOLD,Kama Holdings Limited-$,B ,Holding Companies
1832,APTECHT,APTECH LTD.,B ,IT Training Services
1833,UNIONBANK,UNION BANK OF INDIA,A ,Banks
1834,UBL,UNITED BREWERIES LTD.-$,A ,Breweries &amp; Distilleries
1835,ISMTLTD,ISMT LTD.,T ,Iron &amp; Steel/Interm.Products
1837,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,B ,Roads &amp; Highways
1838,GRANULES,GRANULES INDIA LTD.-$,A ,Pharmaceuticals
1839,CANBK,CANARA BANK,A ,Banks
1840,POKARNA,POKARNA LTD.,B ,Construction Materials
1841,DIVISLAB,DIVI'S LABORATORIES LTD.,A ,Pharmaceuticals
1842,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,B ,Defence
1843,RADICO,RADICO KHAITAN LTD.,B ,Breweries &amp; Distilleries
1844,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,A ,Finance (including NBFCs)
1845,MARUTI,MARUTI SUZUKI INDIA LTD.,A ,Cars &amp; Utility Vehicles
1846,NAVINFLUOR,Navin Fluorine International Limited-$,B ,Commodity Chemicals
1847,UCOBANK,UCO BANK,A ,Banks
1848,BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.,T ,Broadcasting &amp; Cable TV
1849,JSL,JINDAL STAINLESS LTD.,B ,Iron &amp; Steel/Interm.Products
1850,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,B ,Auto Parts &amp; Equipment
1852,TVSELECT,TVS ELECTRONICS LTD.,T ,Storage Media &amp; Peripherals
1853,IGL,INDRAPRASTHA GAS LTD.,A ,Utilities:Non-Elec.
1854,TVTODAY,TV TODAY NETWORK LTD.,B ,Broadcasting &amp; Cable TV
1855,PALRED,Palred Technologies Limited,B ,IT Software Products
1856,PETRONET,PETRONET LNG LTD.,A ,Oil Marketing &amp; Distribution
1857,BIOCON,BIOCON LTD.,A ,Biotechnology
1858,PTC,PTC INDIA LTD.,A ,Electric Utilities
1859,MAHABANK,BANK OF MAHARASHTRA,B ,Banks
1860,RKFORGE,RAMKRISHNA FORGINGS LTD.,B ,Other Industrial Products
1861,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,B ,IT Software Products
1862,NDTV,NEW DELHI TELEVISION LTD.,B ,Broadcasting &amp; Cable TV
1863,STAR,Strides Shasun Ltd,A ,Pharmaceuticals
1864,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,A ,Construction &amp; Engineering
1865,ULTRACEMCO,ULTRATECH CEMENT LTD.,A ,Cement &amp; Cement Products
1866,MINDAIND,MINDA INDUSTRIES LTD.-$,B ,Auto Parts &amp; Equipment
1867,TCS,TATA CONSULTANCY SERVICES LTD.,A ,IT Consulting &amp; Software
1869,GULFPETRO,GP Petroleums Limited,B ,Oil Marketing &amp; Distribution
1870,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,B ,Forest Products
1871,WELENT,Welspun Enterprises Ltd,B ,Construction &amp; Engineering
1872,NTPC,NTPC LTD.,A ,Electric Utilities
1873,SALSTEEL,S.A.L.STEEL LTD.,T ,Iron &amp; Steel/Interm.Products
1874,JBMA,JBM AUTO LTD.,B ,Auto Parts &amp; Equipment
1876,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,B ,Sugar
1877,INDOCO,INDOCO REMEDIES LTD.,B ,Pharmaceuticals
1878,VIPCLOTHNG,VIP Clothing Ltd,B ,Comm.Trading  &amp; Distribution
1879,XCHANGING,XCHANGING SOLUTIONS LTD.,B ,BPO/KPO
1880,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,A ,Airlines
1881,MORARJEE,MORARJEE TEXTILES LTD.,B ,Textiles
1882,GDL,GATEWAY DISTRIPARKS LTD.,A ,Transportation - Logistics
1883,JINDALPHOT,JINDAL PHOTO LTD.,T ,Photographic Products
1884,JPPOWER,Jaiprakash Power Ventures Limited,B ,Electric Utilities
1885,3IINFOTECH,3I INFOTECH LTD.,B ,IT Consulting &amp; Software
1886,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,T ,Construction &amp; Engineering
1887,GOKEX,GOKALDAS EXPORTS LTD.,B ,Other Apparels &amp; Accessories
1888,ALLSEC,ALLSEC TECHNOLOGIES LTD.,B ,BPO/KPO
1889,IIFL,IIFL Holdings Limited,A ,Other Financial Services
1890,MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.,B ,Pharmaceuticals
1891,SHOPERSTOP,SHOPPERS STOP LTD.,B ,Department Stores
1892,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,T ,Publishing
1893,NDL,Nandan Denim Limited,B ,Textiles
1894,JSWHL,JSW Holdings Limited,B ,Holding Companies
1896,JKCEMENT,J.K.CEMENT LTD.,B ,Cement &amp; Cement Products
1897,BEEYU,BEEYU OVERSEAS LTD.,XT,Comm.Trading  &amp; Distribution
1900,YESBANK,YES BANK LTD.,A ,Banks
1901,NECLIFE,NECTAR LIFESCIENCES LTD.,B ,Pharmaceuticals
1902,MSPL,MSP STEEL &amp; POWER LTD.,T ,Iron &amp; Steel Products
1903,SPLIL,SPL INDUSTRIES LTD.,B ,Other Apparels &amp; Accessories
1904,KTKBANK,KARNATAKA BANK LTD.,A ,Banks
1905,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,A ,Tea &amp; Coffee
1906,FACORALL,FACOR ALLOYS LTD.,XT,Iron &amp; Steel/Interm.Products
1908,IDFC,IDFC LIMITED,A ,Finance (including NBFCs)
1909,VIVIMEDLAB,VIVIMED LABS LTD.,B ,Pharmaceuticals
1910,RML,RANE (MADRAS) LTD.,B ,Auto Parts &amp; Equipment
1911,HTMEDIA,HT MEDIA LTD.,B ,Publishing
1912,SASKEN,Sasken Technologies Ltd,B ,IT Consulting &amp; Software
1913,RAJVIR,RAJVIR INDUSTRIES LTD.,B ,Textiles
1914,SUZLON,SUZLON ENERGY LTD.,A ,Heavy Electrical Equipment
1915,AURIONPRO,AURIONPRO SOLUTIONS LTD.,B ,IT Software Products
1916,RENUKA,SHREE RENUKA SUGARS LTD.,A ,Sugar
1917,KMSUGAR,K.M.SUGAR MILLS LTD.,B ,Sugar
1918,BASML,BANNARI AMMAN SPINNING MILLS LTD.,B ,Textiles
1919,PBAINFRA,PBA INFRASTRUCTURE LTD.,B ,Construction &amp; Engineering
1920,BRFL,BOMBAY RAYON FASHIONS LTD.,B ,Textiles
1921,SORILINFRA,SORIL Infra Resources Ltd,B ,Department Stores
1923,AIAENG,AIA ENGINEERING LTD.,A ,Other Industrial Goods
1924,EKC,EVEREST KANTO CYLINDER LTD.,B ,Other Industrial Products
1925,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Z ,Transport Related Services
1926,REPRO,REPRO INDIA LTD.,B ,Comm.Printing/Stationery
1927,PVR,PVR LTD.,A ,Specialty Retail
1928,RAMSARUP,RAMSARUP INDUSTRIES LTD.,T ,Iron &amp; Steel/Interm.Products
1929,RMCL,RADHA MADHAV CORPORATION LTD.,B ,Containers &amp; Packaging
1930,PUNJLLOYD,PUNJ LLOYD LTD.,B ,Construction &amp; Engineering
1931,BARTRONICS,BARTRONICS INDIA LTD.,T ,Misc.Commercial Services
1932,CELEBRITY,CELEBRITY FASHIONS LTD.,B ,Other Apparels &amp; Accessories
1933,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Z ,Education
1934,NITINSPIN,NITIN SPINNERS LTD.,B ,Textiles
1935,ROHLTD,ROYAL ORCHID HOTELS LTD.,B ,Hotels
1936,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,B ,Broadcasting &amp; Cable TV
1937,GSPL,GUJARAT STATE PETRONET LTD.,A ,Utilities:Non-Elec.
1938,JAGRAN,JAGRAN PRAKASHAN LTD.,B ,Publishing
1939,INOXLEISUR,INOX LEISURE LTD.,B ,Specialty Retail
1940,DYNPRO,DYNEMIC PRODUCTS LTD.,T ,Specialty Chemicals
1941,GVKPIL,GVK POWER &amp; INFRASTRUCTURE LTD.,T ,Electric Utilities
1942,SADBHAV,SADBHAV ENGINEERING LTD.,A ,Construction &amp; Engineering
1944,RCOM,RELIANCE COMMUNICATIONS LTD.,A ,Telecom Services
1945,SAKUMA,SAKUMA EXPORTS LTD.,T ,Comm.Trading  &amp; Distribution
1946,KEC,KEC INTERNATIONAL LTD.,A ,Heavy Electrical Equipment
1948,GILLANDERS,GILLANDERS ARBUTHNOT &amp; CO.LTD.,T ,Diversified
1949,INDOTECH,INDO TECH TRANSFORMERS LTD.,B ,Heavy Electrical Equipment
1951,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,B ,Realty
1953,VISASTEEL,VISA STEEL LTD.,T ,Iron &amp; Steel/Interm.Products
1954,NITCO,NITCO LTD.,B ,Furniture-Furnishing-Paints
1955,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,B ,Specialty Chemicals
1957,MALUPAPER,MALU PAPER MILLS LTD.,B ,Paper &amp; Paper Products
1958,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,B ,Sugar
1959,SGL,STL GLOBAL LTD.,B ,Textiles
1960,KKCL,KEWAL KIRAN CLOTHING LTD.,B ,Other Apparels &amp; Accessories
1961,SUNTV,SUN TV NETWORK LTD.,A ,Broadcasting &amp; Cable TV
1962,GPIL,GODAWARI POWER &amp; ISPAT LTD.,B ,Iron &amp; Steel/Interm.Products
1963,RSYSTEMINT,R Systems International Limited,B ,IT Consulting &amp; Software
1964,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,B ,Other Financial Services
1965,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,T ,Construction &amp; Engineering
1966,LOKESHMACH,LOKESH MACHINES LTD.,B ,Industrial Machinery
1967,KAMDHENU,Kamdhenu Ltd,T ,Iron &amp; Steel/Interm.Products
1968,PAUSHAKLTD,PAUSHAK LTD.,XT,Agrochemicals
1969,GTNTEX,GTN TEXTILES LTD.,T ,Textiles
1970,INDICAP,Inditrade Capital Limited,XT,Other Financial Services
1972,PFOCUS,PRIME FOCUS LTD.,B ,Movies &amp; Entertainment
1973,ALLCARGO,ALLCARGO LOGISTICS LTD.,B ,Transportation - Logistics
1974,EASUNREYRL,EASUN REYROLLE LTD.,T ,Other Elect.Equip./ Prod.
1975,GMRINFRA,GMR INFRASTRUCTURE LTD.,A ,Electric Utilities
1976,TECHM,TECH MAHINDRA LTD.,A ,IT Consulting &amp; Software
1977,MAHINDCIE,Mahindra CIE Automotive Limited,B ,Other Industrial Products
1978,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,B ,Heavy Electrical Equipment
1979,ATLANTA,ATLANTA LTD.,B ,Construction &amp; Engineering
1980,DEEPIND,DEEP INDUSTRIES LTD.,B ,Integrated Oil &amp; Gas
1981,HOVS,HOV SERVICES LTD.,B ,BPO/KPO
1982,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,B ,Transport Related Services
1983,GEECEE,GeeCee Ventures Limited,B ,Commodity Chemicals
1985,GAYAPROJ,GAYATRI PROJECTS LTD.,B ,Construction &amp; Engineering
1986,FIEMIND,FIEM INDUSTRIES LTD.,B ,Auto Parts &amp; Equipment
1987,HANUNG,HANUNG TOYS &amp; TEXTILES LTD.,T ,Furniture-Furnishing-Paints
1988,JHS,JHS SVENDGAARD LABORATORIES LTD.,B ,Personal Products
1989,DCBBANK,DCB Bank Limited,A ,Banks
1990,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,B ,Airlines
1991,GTLINFRA,GTL INFRASTRUCTURE LTD.,B ,Telecom Equipment
1992,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,B ,Auto Parts &amp; Equipment
1993,NAUKRI,INFO EDGE (INDIA) LTD.,A ,Internet &amp; Catalogue Retail
1995,TORNTPOWER,TORRENT POWER LTD.,A ,Electric Utilities
1996,PARSVNATH,PARSVNATH DEVELOPERS LTD.,B ,Realty
1997,SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,B ,Textiles
1998,DAAWAT,LT FOODS LTD.,B ,Other Agricultural Products
1999,SOBHA,Sobha Limited,A ,Realty
2000,RUCHIRA,RUCHIRA PAPERS LTD.,B ,Paper &amp; Paper Products
2003,TANLA,TANLA SOLUTIONS LTD.,B ,IT Software Products
2004,ZEEMEDIA,Zee Media Corporation Limited,B ,Broadcasting &amp; Cable TV
2005,SITINET,Siti Networks Ltd,B ,Broadcasting &amp; Cable TV
2006,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,B ,Auto Parts &amp; Equipment
2007,AUTOIND,AUTOLINE INDUSTRIES LTD.,T ,Auto Parts &amp; Equipment
2008,NETWORK18,NETWORK18 MEDIA &amp; INVESTMENTS LTD.,A ,Holding Companies
2009,HUBTOWN,HUBTOWN LTD.,B ,Realty
2010,TV18BRDCST,TV18 BROADCAST LTD.,A ,Broadcasting &amp; Cable TV
2011,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,B ,IT Software Products
2013,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,B ,Iron &amp; Steel Products
2014,REDINGTON,REDINGTON (INDIA) LTD.,A ,Comm.Trading  &amp; Distribution
2015,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,T ,Jute &amp; Jute Products
2016,CINELINE,Cineline India Limited,B ,Specialty Retail
2017,PGIL,Pearl Global Industries Limited,B ,Other Apparels &amp; Accessories
2018,FSL,FIRSTSOURCE SOLUTIONS LTD.,A ,BPO/KPO
2019,PFC,POWER FINANCE CORPORATION LTD.,A ,Finance (including NBFCs)
2020,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,B ,Realty
2021,TFL,TRANSWARRANTY FINANCE LTD.,B ,Finance (including NBFCs)
2022,CANDC,C &amp; C CONSTRUCTIONS LTD.,T ,Construction &amp; Engineering
2023,INDIANB,INDIAN BANK,A ,Banks
2024,SMSPHARMA,SMS PHARMACEUTICALS LTD.,B ,Pharmaceuticals
2025,ORIENTALTL,ORIENTAL TRIMEX LTD.,T ,Construction Materials
2026,MINDTREE,MINDTREE LTD.,A ,IT Consulting &amp; Software
2027,ELAND,E-Land Apparel Limited,B ,Textiles
2028,IDEA,IDEA CELLULAR LTD.,A ,Telecom Services
2030,RAJTV,RAJ TELEVISION NETWORK LTD.,B ,Broadcasting &amp; Cable TV
2031,PAGEIND,PAGE INDUSTRIES LTD.,A ,Other Apparels &amp; Accessories
2032,AMDIND,AMD INDUSTRIES LTD.,B ,Other Industrial Goods
2033,ASTRAL,ASTRAL POLY TECHNIK LTD.,B ,Plastic Products
2035,IBREALEST,INDIABULLS REAL ESTATE LTD.,A ,Realty
2037,ICRA,ICRA LTD.,A ,Other Financial Services
2038,DISHTV,DISH TV INDIA LTD.,A ,Broadcasting &amp; Cable TV
2039,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,B ,Commodity Chemicals
2040,FORTIS,FORTIS HEALTHCARE LTD.,A ,Healthcare Facilities
2041,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,B ,Hotels
2042,HILTON,HILTON METAL FORGING LTD.,B ,Other Industrial Products
2043,DELTACORP,DELTA CORP LTD.,A ,Misc.Commercial Services
2044,MIC,MIC ELECTRONICS LTD.,T ,Electronic Components
2045,INSECTICID,INSECTICIDES (INDIA) LTD.,B ,Agrochemicals
2046,MCDHOLDING,MCDOWELL HOLDINGS LTD.,B ,Investment Companies
2047,ASAHISONG,ASAHI SONGWON COLORS LTD.,B ,Specialty Chemicals
2048,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,B ,Industrial Machinery
2049,TIMETECHNO,TIME TECHNOPLAST LTD.,B ,Containers &amp; Packaging
2050,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,B ,BPO/KPO
2051,NELCAST,NELCAST LTD.,B ,Other Industrial Products
2052,MEGH,MEGHMANI ORGANICS LTD.,B ,Specialty Chemicals
2053,QUINTEGRA,QUINTEGRA SOLUTIONS LTD.,T ,IT Consulting &amp; Software
2054,V2RETAIL,V2 RETAIL LTD.,B ,Department Stores
2055,DLF,DLF LTD.,A ,Realty
2056,TARMAT,TARMAT LTD.,B ,Construction &amp; Engineering
2058,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,A ,Pharmaceuticals
